Id,Age,Job,MaritalStatus,Education,Default,Balance,HomeInsurance,Loan,Communication,DayLastContacted,MonthLastContacted,Contacts,DaysPassed,Attempts,Outcome,CallStartTime,CallEndTime,Insurance
CP834,67,retired,married,,0,2540,0,0,telephone,14,sep,3,92,9,success,12:34:37,12:39:16,1
CP835,50,management,married,tertiary,0,332,1,0,,2,jun,4,-1,0,,15:12:43,15:13:51,0
CP836,35,admin.,married,primary,0,-229,1,0,cellular,5,may,1,-1,0,,14:25:28,14:28:24,0
CP837,31,blue-collar,single,,0,461,1,0,cellular,7,may,1,-1,0,,11:29:20,11:37:02,0
CP838,32,technician,single,tertiary,0,4071,0,0,cellular,30,jun,2,-1,0,,13:43:33,13:48:52,1
CP839,23,services,single,secondary,0,870,0,0,cellular,29,dec,1,176,4,success,14:20:59,14:25:55,1
CP840,80,retired,married,primary,0,155,0,0,telephone,9,dec,2,-1,0,,16:06:59,16:12:42,1
CP841,78,retired,married,tertiary,0,1204,0,0,telephone,17,nov,1,-1,0,,15:50:14,15:52:29,1
CP842,37,management,married,tertiary,0,5106,0,0,cellular,30,apr,1,-1,0,,13:40:25,13:44:29,1
CP843,30,student,single,tertiary,0,-679,1,0,,23,may,3,-1,0,,15:21:37,15:27:49,0
CP844,59,retired,married,primary,0,-182,0,1,cellular,25,jul,1,-1,0,,11:16:00,11:18:33,0
CP845,40,technician,single,tertiary,0,431,0,0,cellular,7,jul,2,-1,0,,17:11:55,17:14:55,1
CP846,47,technician,married,primary,0,235,0,0,cellular,2,mar,2,203,1,other,17:53:52,17:56:08,1
CP847,39,services,single,secondary,0,158,1,0,cellular,21,nov,1,168,2,failure,15:32:05,15:35:08,0
CP848,34,management,married,tertiary,0,697,0,0,cellular,5,aug,1,-1,0,,11:02:47,11:05:33,0
CP849,51,management,married,tertiary,0,346,0,0,cellular,12,feb,1,92,5,success,17:46:33,17:48:35,1
CP850,56,management,married,tertiary,0,2333,0,0,cellular,4,may,1,-1,0,,13:39:42,13:43:46,1
CP851,27,admin.,single,secondary,0,1327,0,0,cellular,12,apr,1,241,9,other,12:39:36,12:45:15,0
CP852,39,management,single,tertiary,0,1457,1,0,cellular,20,apr,1,-1,0,,14:44:50,14:52:00,0
CP853,37,blue-collar,married,secondary,0,426,1,0,cellular,13,may,3,345,3,failure,16:45:39,16:51:02,0
CP854,29,services,married,secondary,0,182,1,0,telephone,13,may,3,-1,0,,12:04:54,12:05:32,0
CP855,49,blue-collar,divorced,primary,0,-9,1,1,,5,may,1,-1,0,,16:54:35,17:01:04,0
CP856,39,unemployed,married,secondary,0,2245,0,0,cellular,21,nov,2,-1,0,,17:03:33,17:16:02,1
CP857,37,management,married,tertiary,0,238,0,0,cellular,3,feb,1,92,1,success,17:23:29,17:26:34,1
CP858,37,management,single,tertiary,0,240,0,0,,5,jun,1,-1,0,,10:58:28,11:17:11,1
CP859,33,management,single,tertiary,1,-5,0,0,cellular,18,aug,4,-1,0,,17:36:58,17:39:05,0
CP860,51,services,single,secondary,0,516,1,0,cellular,13,may,1,363,1,failure,13:55:39,14:01:49,0
CP861,60,retired,divorced,primary,0,685,0,1,telephone,21,jul,1,-1,0,,17:17:28,17:18:57,0
CP862,56,retired,married,secondary,0,1956,0,0,cellular,7,aug,2,-1,0,,12:58:17,13:00:23,0
CP863,58,management,married,tertiary,0,1016,0,0,telephone,11,mar,2,91,1,failure,12:24:51,12:26:09,0
CP864,39,blue-collar,single,primary,0,1522,0,0,,17,jun,4,-1,0,,12:13:18,12:16:02,0
CP865,49,technician,single,secondary,0,-97,1,0,,6,jun,2,-1,0,,14:17:32,14:19:04,0
CP866,28,admin.,married,secondary,0,934,1,0,,4,jul,2,-1,0,,13:43:51,13:44:44,0
CP867,28,management,single,secondary,0,2840,0,0,cellular,20,apr,5,-1,0,,10:14:42,10:18:29,1
CP868,29,entrepreneur,married,secondary,0,291,1,0,,2,jun,3,-1,0,,11:23:42,11:27:07,0
CP869,50,blue-collar,married,,0,1389,1,0,,19,jun,3,-1,0,,16:48:17,16:50:59,0
CP870,41,blue-collar,married,primary,0,0,0,0,cellular,31,jul,2,-1,0,,16:27:58,16:28:20,0
CP871,37,blue-collar,married,secondary,0,398,1,0,,19,may,1,-1,0,,12:00:59,12:04:25,0
CP872,53,blue-collar,married,secondary,0,148,1,0,cellular,7,may,1,359,1,failure,9:55:13,9:56:19,0
CP873,58,management,married,tertiary,0,230,1,0,telephone,30,jul,10,-1,0,,17:24:38,17:30:17,0
CP874,27,blue-collar,single,secondary,0,100,1,0,cellular,11,may,4,367,1,failure,12:28:03,12:31:00,0
CP875,45,,divorced,,0,0,0,0,cellular,21,apr,3,-1,0,,12:33:22,12:38:00,1
CP876,30,management,single,tertiary,0,502,0,0,cellular,11,oct,3,95,6,success,17:03:38,17:11:21,1
CP877,34,technician,divorced,secondary,0,3997,1,0,,20,may,1,-1,0,,10:06:59,10:12:19,0
CP878,29,management,single,tertiary,0,985,1,0,cellular,23,jul,2,-1,0,,9:04:22,9:10:58,1
CP879,38,management,divorced,tertiary,0,4425,1,0,,30,may,1,-1,0,,13:13:39,13:16:21,0
CP880,54,housemaid,single,secondary,0,1213,0,0,cellular,12,nov,1,-1,0,,17:29:02,17:33:03,1
CP881,63,retired,married,secondary,0,2896,0,0,cellular,1,jul,1,119,2,success,15:37:19,15:42:23,1
CP882,33,technician,single,tertiary,0,149,1,0,cellular,19,nov,2,182,1,other,17:05:58,17:13:02,1
CP883,33,admin.,married,secondary,0,920,0,0,cellular,16,nov,1,95,2,failure,9:54:41,9:56:51,1
CP884,46,admin.,single,secondary,0,13,0,0,,2,jun,4,-1,0,,17:02:45,17:03:56,0
CP885,57,management,divorced,tertiary,0,6468,1,0,cellular,4,sep,1,157,4,failure,9:48:47,10:00:57,1
CP886,30,management,married,tertiary,0,860,1,0,cellular,20,apr,1,-1,0,,10:53:09,10:56:14,0
CP887,49,services,married,secondary,0,320,0,0,telephone,9,feb,4,-1,0,,9:10:02,9:42:53,1
CP888,58,retired,married,primary,0,193,1,1,,13,may,3,-1,0,,14:03:20,14:16:28,0
CP889,31,technician,married,secondary,1,-367,1,0,cellular,18,jul,2,-1,0,,9:32:08,9:40:02,1
CP890,27,management,single,tertiary,0,1840,0,0,cellular,1,jun,1,28,8,other,14:59:28,15:03:08,1
CP891,37,technician,married,secondary,0,1109,1,0,cellular,12,may,1,354,5,failure,12:31:19,12:32:21,0
CP892,34,admin.,married,secondary,0,-33,1,1,cellular,10,jul,1,-1,0,,15:44:43,16:00:44,1
CP893,44,blue-collar,single,,0,2167,1,0,,7,may,1,-1,0,,9:09:23,9:30:36,0
CP894,32,management,married,tertiary,0,1331,0,0,cellular,12,nov,1,92,5,failure,12:40:44,12:42:50,1
CP895,29,services,single,secondary,0,1934,0,0,cellular,29,sep,1,-1,0,,11:53:05,11:57:36,1
CP896,31,technician,married,secondary,0,367,0,0,cellular,28,aug,17,-1,0,,10:32:20,10:33:39,0
CP897,38,technician,married,tertiary,0,3234,0,0,cellular,18,nov,2,-1,0,,14:10:47,14:20:25,1
CP898,32,technician,married,tertiary,0,168,0,0,,27,may,1,-1,0,,11:50:58,11:52:24,0
CP899,36,admin.,divorced,tertiary,0,4708,0,0,cellular,3,dec,1,171,1,failure,10:49:14,10:53:58,1
CP900,21,blue-collar,single,secondary,0,2265,0,0,cellular,17,feb,2,-1,0,,13:53:18,13:54:50,1
CP901,39,blue-collar,married,primary,0,70,0,0,,8,may,1,-1,0,,16:25:16,16:38:49,1
CP902,22,services,single,secondary,0,344,1,0,cellular,18,may,1,-1,0,,11:31:43,11:37:30,1
CP903,36,admin.,married,secondary,0,39,1,0,cellular,7,apr,2,-1,0,,15:34:35,15:37:49,0
CP904,33,management,single,tertiary,0,0,0,0,cellular,28,aug,10,-1,0,,13:47:37,13:51:33,0
CP905,30,admin.,single,secondary,0,915,1,0,,27,apr,1,-1,0,,11:33:39,11:39:49,1
CP906,48,blue-collar,single,secondary,0,580,1,0,,12,jun,2,-1,0,,10:11:12,10:14:17,0
CP907,32,student,single,secondary,0,0,0,0,cellular,21,nov,1,-1,0,,9:31:30,9:34:56,0
CP908,27,admin.,married,secondary,0,-393,1,1,,23,may,2,-1,0,,9:36:39,9:40:34,0
CP909,31,blue-collar,married,secondary,0,0,0,0,telephone,23,jul,1,-1,0,,14:54:16,14:54:52,0
CP910,71,retired,divorced,primary,0,1729,0,0,cellular,17,nov,2,-1,0,,17:45:43,17:53:19,1
CP911,51,admin.,married,tertiary,0,1463,1,0,telephone,23,jul,1,-1,0,,10:42:15,10:45:20,0
CP912,63,blue-collar,married,secondary,0,641,0,0,cellular,27,may,2,-1,0,,17:50:43,17:57:40,1
CP913,30,management,single,tertiary,0,5074,1,0,cellular,25,jul,2,-1,0,,13:43:04,13:45:37,0
CP914,29,management,married,tertiary,0,-6,1,0,,9,may,1,-1,0,,13:54:10,13:59:34,0
CP915,41,management,married,tertiary,0,10758,1,0,cellular,1,jun,1,-1,0,,15:37:44,15:42:32,0
CP916,27,technician,married,secondary,0,2183,1,1,,21,may,1,-1,0,,10:37:00,10:51:17,1
CP917,58,management,divorced,tertiary,0,50,1,0,,3,jun,4,-1,0,,11:20:57,11:22:46,0
CP918,42,technician,married,secondary,0,300,1,0,cellular,19,nov,1,-1,0,,14:35:16,14:36:32,0
CP919,35,unemployed,married,secondary,0,977,1,0,cellular,4,may,4,91,1,other,16:13:50,16:14:42,0
CP920,30,blue-collar,single,secondary,0,327,1,0,telephone,18,may,2,-1,0,,9:24:34,9:24:55,0
CP921,43,services,married,tertiary,0,4216,0,0,cellular,24,dec,2,195,2,success,14:12:10,14:14:40,1
CP922,39,blue-collar,married,secondary,0,285,1,1,,6,may,1,-1,0,,14:37:39,14:41:08,0
CP923,29,admin.,married,tertiary,0,238,0,0,cellular,25,may,2,88,1,failure,10:53:04,10:58:48,1
CP924,52,blue-collar,single,primary,0,1837,1,0,cellular,21,nov,1,-1,0,,9:35:14,9:38:51,0
CP925,32,services,single,secondary,0,1168,1,0,cellular,16,nov,1,-1,0,,17:41:04,17:47:55,1
CP926,52,technician,married,secondary,0,2944,0,0,cellular,22,aug,18,-1,0,,11:03:24,11:03:46,0
CP927,30,services,single,primary,0,0,1,1,cellular,19,nov,1,-1,0,,14:23:42,14:35:08,1
CP928,46,technician,divorced,tertiary,0,477,1,0,,6,may,1,-1,0,,12:49:41,12:51:35,0
CP929,39,management,single,tertiary,0,1092,0,0,cellular,26,aug,7,-1,0,,12:15:04,12:18:29,0
CP930,52,technician,divorced,tertiary,0,0,0,0,cellular,19,aug,2,-1,0,,15:09:23,15:11:22,0
CP931,38,technician,married,secondary,0,922,1,1,cellular,17,jul,2,-1,0,,17:52:55,17:59:23,0
CP932,31,unemployed,divorced,tertiary,0,756,0,0,cellular,20,jul,2,-1,0,,12:16:47,12:22:42,1
CP933,45,technician,married,secondary,0,2403,0,0,cellular,21,nov,1,-1,0,,16:10:30,16:13:57,0
CP934,54,entrepreneur,married,secondary,0,0,0,1,cellular,15,jul,4,-1,0,,13:01:27,13:04:56,0
CP935,57,technician,married,tertiary,0,6822,0,0,cellular,7,aug,2,-1,0,,10:49:43,11:03:00,1
CP936,47,housemaid,married,secondary,0,2524,0,0,cellular,12,oct,1,-1,0,,13:17:41,13:19:26,1
CP937,22,blue-collar,single,secondary,0,0,1,0,,5,may,2,-1,0,,11:11:11,11:14:10,0
CP938,49,blue-collar,married,primary,0,816,1,0,cellular,17,apr,1,260,7,failure,15:30:38,15:31:54,0
CP939,56,unemployed,married,secondary,0,12,0,0,cellular,12,oct,3,187,1,failure,16:18:47,16:27:18,1
CP940,34,technician,single,tertiary,0,586,1,0,cellular,3,feb,5,263,2,failure,17:11:04,17:11:47,0
CP941,52,blue-collar,married,secondary,0,-164,0,0,cellular,22,aug,4,-1,0,,10:09:46,10:15:00,0
CP942,60,blue-collar,married,primary,0,1262,1,1,,13,may,1,-1,0,,16:28:24,16:45:19,1
CP943,42,management,married,tertiary,0,356,0,0,cellular,19,aug,4,-1,0,,13:22:05,13:24:14,0
CP944,48,admin.,married,secondary,0,50,0,1,cellular,21,oct,1,-1,0,,13:15:46,13:22:45,1
CP945,31,blue-collar,married,tertiary,0,2827,1,0,,8,may,3,-1,0,,9:18:31,9:22:29,0
CP946,49,housemaid,married,secondary,0,3570,0,0,cellular,24,dec,3,202,2,failure,10:08:17,10:09:19,0
CP947,61,management,married,tertiary,0,267,0,0,cellular,21,oct,3,184,1,success,9:38:35,9:41:47,1
CP948,43,technician,married,secondary,0,308,1,0,cellular,3,feb,3,264,4,other,14:39:03,14:41:20,0
CP949,37,technician,married,secondary,0,1610,0,0,,16,jun,2,-1,0,,12:20:26,12:22:46,0
CP950,59,technician,married,secondary,0,2308,0,0,cellular,30,apr,1,87,1,other,17:27:02,17:40:37,1
CP951,45,blue-collar,married,secondary,0,7895,1,0,cellular,4,feb,1,-1,0,,17:26:24,17:40:56,1
CP952,45,management,married,secondary,0,1134,0,1,cellular,9,feb,4,-1,0,,16:56:54,16:58:36,0
CP953,49,management,married,tertiary,0,68,1,1,,19,may,3,-1,0,,9:18:22,9:21:05,0
CP954,31,technician,single,tertiary,0,438,1,0,cellular,20,nov,1,100,2,failure,15:06:18,15:09:03,0
CP955,29,management,married,tertiary,0,10576,0,0,,15,may,2,-1,0,,11:43:04,12:03:28,1
CP956,35,self-employed,married,tertiary,0,7990,1,0,cellular,4,feb,1,-1,0,,13:52:52,13:58:49,0
CP957,45,unemployed,married,secondary,0,-407,1,0,cellular,15,may,3,371,2,failure,13:07:01,13:12:21,0
CP958,58,management,married,tertiary,0,136,1,0,cellular,8,jul,1,-1,0,,9:41:37,9:44:56,0
CP959,29,blue-collar,single,secondary,0,8079,0,1,cellular,10,jul,1,-1,0,,10:18:50,10:21:41,0
CP960,37,technician,divorced,secondary,0,4965,0,0,cellular,6,aug,2,-1,0,,15:56:08,15:59:50,0
CP961,35,technician,single,secondary,0,2144,1,0,,13,may,2,-1,0,,15:31:25,15:34:33,0
CP962,46,blue-collar,married,primary,0,1085,1,1,cellular,15,may,2,353,58,other,15:05:29,15:14:12,1
CP963,49,admin.,divorced,secondary,0,1718,0,1,cellular,5,aug,1,-1,0,,11:09:27,11:12:58,1
CP964,54,retired,divorced,tertiary,0,2682,1,0,cellular,14,may,1,-1,0,,15:27:00,15:32:34,0
CP965,35,management,divorced,tertiary,0,2885,0,0,cellular,13,aug,3,43,8,other,16:05:50,16:09:09,1
CP966,44,unemployed,single,primary,1,-4,0,1,cellular,30,jul,2,-1,0,,16:44:16,16:57:24,1
CP967,45,technician,single,tertiary,0,2033,0,0,cellular,15,jun,5,285,2,success,15:34:26,15:38:29,1
CP968,41,admin.,married,secondary,0,-18,1,1,,2,jun,6,-1,0,,17:38:06,17:39:29,0
CP969,47,blue-collar,married,secondary,0,1568,1,0,cellular,19,feb,1,262,7,success,9:54:03,10:00:31,1
CP970,59,unemployed,single,primary,0,7724,0,0,cellular,21,nov,3,-1,0,,9:26:05,9:32:18,1
CP971,35,blue-collar,single,,0,597,1,0,cellular,13,may,2,-1,0,,17:43:30,18:05:19,0
CP972,39,entrepreneur,married,secondary,0,11887,0,0,cellular,18,nov,2,-1,0,,16:56:27,17:16:08,1
CP973,36,management,married,tertiary,0,5367,0,0,cellular,31,aug,1,455,2,failure,11:50:20,11:55:44,0
CP974,43,management,married,tertiary,0,240,1,0,cellular,16,apr,1,-1,0,,11:47:12,11:54:45,1
CP975,48,services,married,secondary,0,11516,0,0,,11,jun,8,-1,0,,17:20:58,17:27:37,0
CP976,49,admin.,single,tertiary,0,228,1,0,cellular,2,jun,1,92,1,success,13:12:26,13:19:13,1
CP977,61,retired,married,secondary,0,938,0,0,cellular,15,jul,2,183,3,success,15:20:34,15:27:06,1
CP978,26,technician,single,secondary,0,941,0,1,cellular,25,jul,1,-1,0,,17:45:02,17:58:06,1
CP979,49,services,married,secondary,0,884,1,0,telephone,8,jul,3,-1,0,,9:18:29,9:21:50,0
CP980,51,blue-collar,married,primary,0,0,0,0,cellular,21,aug,4,-1,0,,9:13:48,9:17:42,0
CP981,28,blue-collar,single,secondary,0,4229,1,1,cellular,5,may,2,-1,0,,16:22:34,16:25:59,0
CP982,32,entrepreneur,married,tertiary,0,4465,1,0,,21,may,2,-1,0,,15:29:27,15:32:08,0
CP983,32,blue-collar,married,primary,0,1156,1,0,,26,may,5,-1,0,,14:49:03,14:52:08,0
CP984,28,technician,single,tertiary,0,0,1,0,cellular,25,may,1,40,2,failure,17:46:28,17:50:57,1
CP985,60,management,married,tertiary,0,2281,0,0,cellular,5,feb,2,-1,0,,12:42:26,12:46:16,1
CP986,55,management,married,primary,0,113,0,0,cellular,12,aug,1,457,3,failure,11:27:57,11:33:03,1
CP987,32,management,married,tertiary,0,2737,1,1,cellular,21,nov,4,182,1,failure,9:49:52,9:50:36,0
CP988,54,technician,married,secondary,0,1076,0,0,cellular,28,jan,1,-1,0,,11:14:42,11:20:20,0
CP989,27,blue-collar,single,secondary,0,294,1,0,cellular,18,may,2,-1,0,,11:15:57,11:23:43,0
CP990,32,management,married,tertiary,0,2349,0,0,cellular,14,aug,5,-1,0,,12:43:41,12:45:55,0
CP991,58,admin.,divorced,secondary,0,3337,1,0,telephone,8,oct,2,690,3,failure,14:42:18,14:48:27,1
CP992,29,technician,single,tertiary,0,262,1,1,cellular,29,jul,9,-1,0,,9:07:02,9:15:32,0
CP993,38,management,single,secondary,0,399,1,0,cellular,11,aug,4,-1,0,,13:35:18,13:41:25,0
CP994,25,management,single,tertiary,0,2305,0,0,cellular,12,aug,2,104,2,failure,9:56:53,10:00:35,0
CP995,28,technician,single,secondary,0,313,0,0,cellular,9,feb,2,-1,0,,9:37:15,9:56:58,1
CP996,86,retired,single,secondary,0,614,0,0,telephone,9,dec,1,-1,0,,14:37:03,14:46:58,1
CP997,48,admin.,married,,0,0,1,0,cellular,8,may,1,168,2,failure,12:46:37,12:48:02,0
CP998,29,services,married,secondary,0,1135,1,0,cellular,17,feb,1,-1,0,,17:41:21,17:46:44,1
CP999,51,management,divorced,tertiary,0,0,0,0,cellular,13,aug,2,-1,0,,14:19:07,14:20:07,0
CP1000,35,management,married,tertiary,0,0,0,0,cellular,22,may,1,-1,0,,14:30:46,14:32:24,0
CP1001,35,management,single,secondary,0,3384,1,0,cellular,31,jul,2,-1,0,,15:49:09,15:55:21,0
CP1002,59,management,divorced,tertiary,0,59,1,0,,5,may,1,-1,0,,14:21:52,14:26:25,0
CP1003,43,blue-collar,single,primary,0,36,1,0,,9,may,2,-1,0,,11:00:10,11:02:53,0
CP1004,26,entrepreneur,single,secondary,0,101,1,0,cellular,5,feb,1,268,1,failure,15:41:28,15:54:58,1
CP1005,47,self-employed,married,secondary,0,4420,1,1,cellular,20,nov,1,-1,0,,13:17:32,13:25:06,1
CP1006,62,retired,married,primary,0,1084,0,0,cellular,14,apr,1,-1,0,,17:33:25,17:41:50,1
CP1007,36,management,married,tertiary,0,495,0,0,cellular,5,aug,3,97,2,success,16:37:07,16:39:44,1
CP1008,34,technician,divorced,tertiary,0,674,1,0,cellular,7,aug,2,-1,0,,15:21:41,15:31:28,1
CP1009,31,admin.,single,secondary,0,0,0,0,telephone,29,jan,3,-1,0,,10:34:05,10:42:53,0
CP1010,27,technician,married,secondary,0,-302,1,0,,12,may,3,-1,0,,9:20:18,9:21:24,0
CP1011,47,management,married,tertiary,0,0,1,0,cellular,4,sep,3,-1,0,,16:16:01,16:17:06,0
CP1012,31,management,single,tertiary,0,147,0,0,cellular,9,mar,1,181,2,success,10:56:40,11:04:29,1
CP1013,30,technician,single,tertiary,0,0,1,0,cellular,5,jun,2,-1,0,,11:57:38,12:00:17,1
CP1014,42,blue-collar,married,secondary,0,160,1,1,,26,jun,1,-1,0,,17:26:05,17:29:15,0
CP1015,45,self-employed,married,tertiary,0,510,0,0,,6,jun,2,-1,0,,12:16:28,12:27:07,0
CP1016,41,management,married,tertiary,0,771,1,0,cellular,26,aug,8,-1,0,,11:10:57,11:12:43,0
CP1017,35,blue-collar,single,secondary,0,-257,1,0,,30,may,7,-1,0,,15:17:38,15:22:50,0
CP1018,42,blue-collar,married,secondary,0,2717,1,1,cellular,20,apr,2,270,2,failure,13:42:30,13:45:31,0
CP1019,38,unemployed,married,primary,0,-363,0,0,,12,jun,2,-1,0,,9:52:43,9:58:23,0
CP1020,47,blue-collar,married,secondary,0,243,1,0,cellular,4,feb,1,246,4,failure,17:02:34,17:06:14,0
CP1021,69,retired,married,secondary,0,2473,0,0,cellular,8,jul,3,-1,0,,14:48:35,15:04:42,1
CP1022,33,technician,married,secondary,0,168,1,0,,26,may,2,-1,0,,15:44:42,15:48:40,0
CP1023,35,technician,single,secondary,0,1183,1,0,cellular,21,nov,3,185,2,failure,16:00:50,16:01:11,0
CP1024,35,blue-collar,single,secondary,0,885,1,0,cellular,15,jul,6,-1,0,,12:40:47,12:51:19,1
CP1025,36,management,divorced,tertiary,0,1057,0,0,cellular,19,jul,2,164,2,failure,9:48:46,9:52:36,1
CP1026,45,unemployed,divorced,secondary,0,728,1,1,cellular,18,nov,1,-1,0,,10:26:57,10:28:44,0
CP1027,36,blue-collar,married,secondary,0,1772,0,0,,5,jun,1,-1,0,,17:49:48,17:53:16,1
CP1028,25,entrepreneur,single,tertiary,0,347,0,0,cellular,20,aug,1,-1,0,,12:25:07,12:29:34,1
CP1029,27,services,single,secondary,0,353,1,0,cellular,15,may,1,-1,0,,17:14:48,17:25:51,1
CP1030,37,technician,single,tertiary,0,1894,1,0,cellular,12,may,1,351,7,other,11:43:21,12:15:26,0
CP1031,51,admin.,single,secondary,0,895,0,0,cellular,23,jul,2,-1,0,,10:35:33,10:46:11,1
CP1032,37,management,married,tertiary,0,784,1,0,cellular,9,feb,3,-1,0,,15:47:02,15:47:43,0
CP1033,24,admin.,single,secondary,0,172,0,0,cellular,3,feb,1,-1,0,,11:48:25,11:50:19,0
CP1034,70,retired,divorced,secondary,0,6850,0,0,telephone,3,sep,1,182,4,failure,10:15:02,10:18:50,0
CP1035,36,self-employed,single,tertiary,0,-103,1,1,telephone,17,oct,1,-1,0,,17:31:18,18:25:31,1
CP1036,32,management,married,tertiary,0,92,0,0,,3,jul,1,-1,0,,9:29:32,9:31:28,0
CP1037,32,blue-collar,single,secondary,0,226,1,0,,5,jun,5,-1,0,,16:55:18,17:02:24,0
CP1038,44,management,single,secondary,0,-228,1,1,cellular,13,may,1,362,2,failure,10:26:28,10:27:06,0
CP1039,33,blue-collar,married,secondary,0,0,1,0,cellular,24,jul,1,-1,0,,14:06:10,14:09:38,0
CP1040,26,technician,single,tertiary,0,170,1,0,cellular,10,jul,1,-1,0,,12:02:15,12:10:21,0
CP1041,39,technician,single,tertiary,0,54,1,0,cellular,29,jul,12,-1,0,,13:35:47,13:37:26,0
CP1042,50,admin.,single,secondary,0,1318,0,1,,24,jun,3,-1,0,,16:06:43,16:09:09,0
CP1043,63,retired,divorced,tertiary,0,0,0,0,cellular,13,may,1,181,2,success,9:29:50,9:34:13,1
CP1044,35,technician,married,secondary,0,13,0,0,cellular,22,aug,2,-1,0,,16:07:52,16:09:26,0
CP1045,32,technician,single,tertiary,0,705,1,0,cellular,25,may,2,35,4,failure,14:47:26,14:54:20,1
CP1046,57,blue-collar,married,,0,97,1,0,,16,may,6,-1,0,,14:26:38,14:30:58,0
CP1047,41,blue-collar,married,secondary,0,2157,1,0,,14,may,2,-1,0,,12:50:25,12:52:59,0
CP1048,44,unemployed,married,tertiary,0,17747,1,0,cellular,5,feb,7,-1,0,,12:21:49,12:21:57,0
CP1049,54,admin.,married,secondary,0,19213,0,0,cellular,12,aug,6,-1,0,,14:06:49,14:08:29,0
CP1050,31,self-employed,single,tertiary,0,1815,0,0,telephone,30,apr,1,80,1,success,15:29:05,15:30:52,0
CP1051,53,retired,married,secondary,0,-686,0,1,,2,jun,3,-1,0,,17:02:23,17:06:38,0
CP1052,38,blue-collar,married,primary,0,1401,0,0,cellular,13,may,1,-1,0,,15:26:31,15:35:07,1
CP1053,35,services,married,secondary,0,8412,0,0,,9,jun,4,-1,0,,12:23:57,12:31:56,0
CP1054,35,self-employed,married,tertiary,0,2427,0,0,cellular,12,jul,3,158,7,other,12:36:13,12:39:43,1
CP1055,27,admin.,single,secondary,0,-400,0,1,cellular,8,jul,1,-1,0,,12:19:03,12:23:53,0
CP1056,36,student,married,tertiary,0,408,0,0,,20,jun,3,-1,0,,11:55:39,11:57:31,0
CP1057,43,management,single,tertiary,0,8224,1,0,cellular,15,jul,1,-1,0,,15:23:06,15:24:16,0
CP1058,32,admin.,divorced,secondary,0,410,1,0,cellular,14,apr,1,-1,0,,17:25:03,17:27:12,0
CP1059,52,blue-collar,married,secondary,0,3622,1,1,,23,may,7,-1,0,,9:09:37,9:10:17,0
CP1060,25,technician,single,secondary,0,102,0,1,cellular,8,jul,2,-1,0,,16:35:07,16:44:41,1
CP1061,58,blue-collar,single,secondary,0,119,1,1,cellular,12,may,1,-1,0,,13:51:47,14:08:12,1
CP1062,35,services,single,primary,0,167,0,1,cellular,11,jul,2,-1,0,,10:35:40,10:45:54,1
CP1063,24,self-employed,single,tertiary,0,2984,1,0,,27,may,1,-1,0,,17:51:31,18:07:06,1
CP1064,33,management,single,tertiary,0,637,0,0,cellular,14,aug,2,-1,0,,11:13:23,11:16:49,0
CP1065,45,management,married,secondary,0,446,0,0,cellular,6,aug,3,-1,0,,17:39:57,17:45:01,1
CP1066,49,management,married,tertiary,0,2139,0,0,cellular,5,aug,1,-1,0,,11:48:57,11:53:35,0
CP1067,34,management,single,tertiary,0,11350,1,0,cellular,15,may,1,176,1,failure,15:14:20,15:16:53,0
CP1068,30,management,single,tertiary,0,136,1,0,,23,may,1,-1,0,,10:17:11,10:19:43,0
CP1069,39,blue-collar,single,secondary,0,0,0,0,cellular,22,jul,4,-1,0,,17:26:53,17:41:17,1
CP1070,36,services,married,secondary,0,-27,1,1,cellular,7,jul,4,-1,0,,12:12:43,12:15:14,0
CP1071,33,blue-collar,single,primary,0,785,1,0,cellular,20,nov,1,-1,0,,16:01:46,16:04:05,0
CP1072,41,entrepreneur,married,secondary,0,8491,1,0,cellular,18,nov,1,-1,0,,11:27:47,11:43:16,1
CP1073,36,technician,married,secondary,0,632,1,0,cellular,19,aug,2,-1,0,,13:11:26,13:16:32,0
CP1074,64,retired,married,,0,679,0,0,telephone,16,nov,1,-1,0,,11:14:24,11:17:11,1
CP1075,38,unemployed,single,secondary,0,2470,1,0,cellular,4,feb,1,230,1,other,10:21:03,10:23:14,0
CP1076,29,unemployed,single,tertiary,0,70,0,0,cellular,25,may,1,-1,0,,12:30:12,12:36:45,1
CP1077,36,entrepreneur,single,tertiary,0,658,1,0,cellular,29,jan,1,227,3,failure,11:27:35,11:29:14,0
CP1078,44,technician,single,,0,78,1,0,,6,may,6,-1,0,,10:08:24,10:08:37,0
CP1079,33,technician,single,secondary,0,1429,1,0,cellular,31,aug,8,-1,0,,15:49:09,15:53:37,1
CP1080,33,blue-collar,married,secondary,0,88,1,0,,9,may,2,-1,0,,15:55:44,15:56:41,0
CP1081,32,management,married,tertiary,0,169,0,0,telephone,14,aug,2,-1,0,,15:02:29,15:14:07,1
CP1082,46,management,married,tertiary,0,1600,1,1,cellular,11,aug,1,-1,0,,14:09:12,14:29:56,1
CP1083,50,management,married,tertiary,0,4374,1,0,cellular,21,nov,2,113,3,failure,10:25:11,10:27:54,0
CP1084,54,blue-collar,divorced,primary,0,10374,1,0,cellular,20,nov,2,189,2,other,12:32:38,12:37:21,0
CP1085,51,technician,married,tertiary,0,0,0,0,cellular,7,may,2,66,2,success,16:08:56,16:19:58,1
